0.0180422	0.764503
0.0360844	0.737386
0.0541266	0.711242
0.0721688	0.686032
0.090211	0.661719
0.108253	0.638268
0.126295	0.615649
0.144338	0.593831
0.16238	0.572787
0.180422	0.552488
0.198464	0.532908
0.216506	0.514022
0.234549	0.495805
0.252591	0.478234
0.270633	0.461286
0.288675	0.444938
0.306717	0.429169
0.32476	0.41396
0.342802	0.399289
0.360844	0.385138
0.378886	0.371489
0.396928	0.358323
0.414971	0.345624
0.433013	0.333375
0.451055	0.321561
0.469097	0.310164
0.487139	0.299172
0.505181	0.288569
0.523224	0.278342
0.541266	0.268478
0.559308	0.258963
0.57735	0.249785
0.595392	0.240932
0.613435	0.232394
0.631477	0.224158
0.649519	0.216213
0.667561	0.208551
0.685603	0.201159
0.703646	0.19403
0.721688	0.187154
0.73973	0.180521
0.757772	0.174123
0.775814	0.167952
0.793857	0.162
0.811899	0.156258
0.829941	0.15072
0.847983	0.145379
0.866025	0.140226
0.884068	0.135257
0.90211	0.130463
0.920152	0.125839
0.938194	0.121379
0.956236	0.117078
0.974279	0.112928
0.992321	0.108926
