0.0197642	0.736396
0.0395285	0.707855
0.0592927	0.680421
0.0790569	0.654049
0.0988212	0.6287
0.118585	0.604333
0.13835	0.580911
0.158114	0.558396
0.177878	0.536754
0.197642	0.515951
0.217407	0.495954
0.237171	0.476732
0.256935	0.458255
0.276699	0.440494
0.296464	0.423422
0.316228	0.407011
0.335992	0.391237
0.355756	0.376073
0.37552	0.361498
0.395285	0.347487
0.415049	0.334019
0.434813	0.321074
0.454577	0.30863
0.474342	0.296668
0.494106	0.28517
0.51387	0.274117
0.533634	0.263493
0.553399	0.253281
0.573163	0.243464
0.592927	0.234028
0.612691	0.224958
0.632456	0.216239
0.65222	0.207858
0.671984	0.199802
0.691748	0.192059
0.711512	0.184615
0.731277	0.17746
0.751041	0.170582
0.770805	0.16397
0.790569	0.157615
0.810334	0.151507
0.830098	0.145635
0.849862	0.13999
0.869626	0.134565
0.889391	0.129349
0.909155	0.124336
0.928919	0.119517
0.948683	0.114885
0.968448	0.110432
0.988212	0.106152
