0.0197642	-2.12742e-06	-0	-2.88138e-05	0	1.73243e-05	0
0.0395285	-6.62624e-06	-0	-2.48372e-05	0	4.3437e-05	0
0.0592927	-7.84704e-06	-0	-2.08746e-05	0	5.00211e-05	0
0.0790569	-7.68232e-06	-0	-1.89003e-05	0	4.57466e-05	0
0.0988212	-7.1792e-06	-0	-1.77344e-05	0	4.07054e-05	0
0.118585	-6.68069e-06	-0	-1.67294e-05	0	3.68861e-05	0
0.13835	-6.25192e-06	-0	-1.57193e-05	0	3.37908e-05	0
0.158114	-5.89331e-06	-0	-1.4748e-05	0	3.10294e-05	0
0.177878	-5.55795e-06	-0	-1.38271e-05	0	2.85031e-05	0
0.197642	-5.24401e-06	-0	-1.29805e-05	0	2.61738e-05	0
0.217407	-4.95314e-06	-0	-1.21798e-05	0	2.40425e-05	0
0.237171	-4.67752e-06	-0	-1.14072e-05	0	2.20767e-05	0
0.256935	-4.42592e-06	-0	-1.06903e-05	0	2.02715e-05	0
0.276699	-4.19329e-06	-0	-1.00328e-05	0	1.86206e-05	0
0.296464	-3.97269e-06	-0	-9.42754e-06	0	1.71093e-05	0
0.316228	-3.76257e-06	-0	-8.8699e-06	0	1.57256e-05	0
0.335992	-3.56715e-06	-0	-8.34284e-06	0	1.44608e-05	0
0.355756	-3.38161e-06	-0	-7.85458e-06	0	1.33036e-05	0
0.37552	-3.20307e-06	-0	-7.39968e-06	0	1.22446e-05	0
0.395285	-3.03838e-06	-0	-6.97647e-06	0	1.12767e-05	0
0.415049	-2.88232e-06	-0	-6.58231e-06	0	1.03888e-05	0
0.434813	-2.73366e-06	-0	-6.2096e-06	0	9.58119e-06	0
0.454577	-2.59287e-06	-0	-5.8585e-06	0	8.84086e-06	0
0.474342	-2.4633e-06	-0	-5.52607e-06	0	8.16311e-06	0
0.494106	-2.34066e-06	-0	-5.21439e-06	0	7.54384e-06	0
0.51387	-2.22348e-06	-0	-4.92233e-06	0	6.97408e-06	0
0.533634	-2.11205e-06	-0	-4.6504e-06	0	6.44842e-06	0
0.553399	-2.00681e-06	-0	-4.39406e-06	0	5.96624e-06	0
0.573163	-1.90643e-06	-0	-4.15772e-06	0	5.52306e-06	0
0.592927	-1.81246e-06	-0	-3.94014e-06	0	5.11448e-06	0
0.612691	-1.72328e-06	-0	-3.73415e-06	0	4.73832e-06	0
0.632456	-1.63796e-06	-0	-3.53981e-06	0	4.39142e-06	0
0.65222	-1.55668e-06	-0	-3.35596e-06	0	4.07018e-06	0
0.671984	-1.48062e-06	-0	-3.18284e-06	0	3.77354e-06	0
0.691748	-1.40866e-06	-0	-3.02171e-06	0	3.49929e-06	0
0.711512	-1.3419e-06	-0	-2.86868e-06	0	3.24668e-06	0
0.731277	-1.2772e-06	-0	-2.72505e-06	0	3.01213e-06	0
0.751041	-1.21739e-06	-0	-2.58928e-06	0	2.79421e-06	0
0.770805	-1.16021e-06	-0	-2.46005e-06	0	2.59402e-06	0
0.790569	-1.1061e-06	-0	-2.33989e-06	0	2.40773e-06	0
0.810334	-1.05535e-06	-0	-2.22505e-06	0	2.23597e-06	0
0.830098	-1.00628e-06	-0	-2.11714e-06	0	2.07662e-06	0
0.849862	-9.60442e-07	-0	-2.01448e-06	0	1.92802e-06	0
0.869626	-9.16369e-07	-0	-1.91733e-06	0	1.79114e-06	0
0.889391	-8.74282e-07	-0	-1.82569e-06	0	1.6651e-06	0
0.909155	-8.35063e-07	-0	-1.73923e-06	0	1.54685e-06	0
0.928919	-7.97213e-07	-0	-1.65645e-06	0	1.43835e-06	0
0.948683	-7.61516e-07	-0	-1.5785e-06	0	1.33688e-06	0
0.968448	-7.27962e-07	-0	-1.50454e-06	0	1.24351e-06	0
0.988212	-6.95795e-07	-0	-1.43476e-06	0	1.15603e-06	0
