0.0180422	0.739517
0.0360844	0.739852
0.0541266	0.715775
0.0721688	0.691012
0.090211	0.666677
0.108253	0.643042
0.126295	0.620221
0.144338	0.59822
0.16238	0.57701
0.180422	0.556557
0.198464	0.536832
0.216506	0.517806
0.234549	0.499455
0.252591	0.481754
0.270633	0.464681
0.288675	0.448213
0.306717	0.432328
0.32476	0.417006
0.342802	0.402228
0.360844	0.387973
0.378886	0.374223
0.396928	0.36096
0.414971	0.348168
0.433013	0.335829
0.451055	0.323927
0.469097	0.312447
0.487139	0.301374
0.505181	0.290693
0.523224	0.28039
0.541266	0.270453
0.559308	0.260868
0.57735	0.251623
0.595392	0.242705
0.613435	0.234104
0.631477	0.225807
0.649519	0.217804
0.667561	0.210085
0.685603	0.202639
0.703646	0.195458
0.721688	0.188531
0.73973	0.181849
0.757772	0.175404
0.775814	0.169188
0.793857	0.163191
0.811899	0.157408
0.829941	0.151829
0.847983	0.146448
0.866025	0.141258
0.884068	0.136252
0.90211	0.131423
0.920152	0.126765
0.938194	0.122272
0.956236	0.117939
0.974279	0.113759
0.992321	0.109727
