0.0197642	0.737402
0.0395285	0.708822
0.0592927	0.68135
0.0790569	0.654943
0.0988212	0.629559
0.118585	0.605159
0.13835	0.581704
0.158114	0.559159
0.177878	0.537487
0.197642	0.516656
0.217407	0.496632
0.237171	0.477383
0.256935	0.458881
0.276699	0.441096
0.296464	0.424
0.316228	0.407567
0.335992	0.391771
0.355756	0.376587
0.37552	0.361991
0.395285	0.347962
0.415049	0.334476
0.434813	0.321512
0.454577	0.309051
0.474342	0.297073
0.494106	0.285559
0.51387	0.274492
0.533634	0.263853
0.553399	0.253627
0.573163	0.243797
0.592927	0.234348
0.612691	0.225265
0.632456	0.216535
0.65222	0.208142
0.671984	0.200075
0.691748	0.192321
0.711512	0.184867
0.731277	0.177702
0.751041	0.170815
0.770805	0.164194
0.790569	0.157831
0.810334	0.151714
0.830098	0.145834
0.849862	0.140181
0.869626	0.134748
0.889391	0.129526
0.909155	0.124506
0.928919	0.11968
0.948683	0.115042
0.968448	0.110583
0.988212	0.106297
